posCode,posName,date,avgTemp,lowTemp,lowTempTime,highTemp,highTempTime
119,수원,2021-07-03,23.4,20.7,2232,26.8,1315
119,수원,2021-07-04,22,20.5,1952,24.7,1346
119,수원,2021-07-05,23.8,20.2,447,27.4,1326
119,수원,2021-07-06,25.2,21,521,29.5,1530
119,수원,2021-07-07,25.7,23,420,29,1601
119,수원,2021-07-08,25.3,22.4,2239,30.8,1408
119,수원,2021-07-09,25.1,22.5,519,29.6,1359
119,수원,2021-07-10,26.1,22.4,104,30,1329
119,수원,2021-07-11,26.1,24,2400,29.4,1512
119,수원,2021-07-12,27.5,23.3,212,32.9,1612
119,수원,2021-07-13,28.8,25.2,426,32.7,1311
119,수원,2021-07-14,29.3,24.9,301,33.5,1517
119,수원,2021-07-15,28.7,25.2,537,34.5,1331
119,수원,2021-07-16,28.2,23.5,2241,34.8,1436
119,수원,2021-07-17,28.1,23.1,530,32.8,1504
119,수원,2021-07-18,28.5,23.2,2121,34.3,1550
119,수원,2021-07-19,26.8,23.8,49,32.3,1425
119,수원,2021-07-20,28.6,23.4,332,32.8,1256
119,수원,2021-07-21,30.1,24.6,516,35.7,1629
119,수원,2021-07-22,30.4,25.9,108,35.8,1650
119,수원,2021-07-23,30.4,26.5,518,35.7,1617
119,수원,2021-07-24,30.4,25.5,454,36.3,1600
119,수원,2021-07-25,30.9,26.2,129,35.3,1606
119,수원,2021-07-26,30.3,26.8,538,35.1,1628
119,수원,2021-07-27,30.3,26,232,35.7,1347
119,수원,2021-07-28,29.3,26,2319,34.3,1231
119,수원,2021-07-29,28.4,25.1,519,33.7,1302
119,수원,2021-07-30,29.7,24.4,505,35.4,1514
119,수원,2021-07-31,29,26.4,143,33.9,1428
119,수원,2021-08-01,26.8,24.6,2320,29.1,1600
119,수원,2021-08-02,25.9,24.3,2336,29.1,1826
119,수원,2021-08-03,27.4,23.3,341,31.3,1232
119,수원,2021-08-04,28.5,25.3,408,33.4,1524
119,수원,2021-08-05,29.1,24.9,112,34.4,1451
119,수원,2021-08-06,28.3,25,2346,33.6,1205
119,수원,2021-08-07,27.3,22.4,519,32.4,1303
119,수원,2021-08-08,27.1,23.7,259,32.2,1508
119,수원,2021-08-09,28.2,22.6,510,34.4,1519
119,수원,2021-08-10,27.7,24.8,450,32.4,1344
119,수원,2021-08-11,26.8,24,134,32,1403
119,수원,2021-08-12,27.4,23.1,307,31.8,1141
119,수원,2021-08-13,27.1,23.7,254,30,1648
119,수원,2021-08-14,26.7,24.4,2333,30.6,1622
119,수원,2021-08-15,26.8,22.6,559,32.6,1618
119,수원,2021-08-16,27.3,23.1,522,31.7,1509
119,수원,2021-08-17,25.8,22.4,2344,31.2,1602
119,수원,2021-08-18,23.8,20,636,30.2,1622
119,수원,2021-08-19,25.9,21,458,31.5,1524
119,수원,2021-08-20,25.9,21.7,354,30.4,1459
119,수원,2021-08-21,24,22.2,1148,28.1,1414
119,수원,2021-08-22,24.5,22.1,2351,27.5,1440
119,수원,2021-08-23,22.3,20.9,1919,24.3,946
119,수원,2021-08-24,24.1,21.8,303,26.8,1054
119,수원,2021-08-25,24.3,23,2249,25.8,1734
119,수원,2021-08-26,25.4,22.6,411,28.3,1414
119,수원,2021-08-27,22.3,19.5,2315,25.4,46
119,수원,2021-08-28,23,19.2,451,27.4,1318
119,수원,2021-08-29,22.5,19,800,27.2,1617
119,수원,2021-08-30,23.9,20.9,355,27.6,1427
119,수원,2021-08-31,21.1,18.7,1655,24.5,1009
119,수원,2021-09-01,21.4,19.3,217,23.5,1703
119,수원,2021-09-02,23.4,21.2,211,26.9,1605
119,수원,2021-09-03,24.7,20.1,520,29.7,1629
119,수원,2021-09-04,23.7,18.7,404,27.8,1444
119,수원,2021-09-05,22.9,18,613,26.7,1348
119,수원,2021-09-06,21.7,17.7,2258,26.3,1347
119,수원,2021-09-07,20.6,18,1,22.7,1616
119,수원,2021-09-08,21.9,19,501,27.1,1441
119,수원,2021-09-09,22.9,18.3,44,29.1,1556
119,수원,2021-09-10,23.5,19.9,226,28.9,1438
119,수원,2021-09-11,23.8,19.5,450,29.7,1451
119,수원,2021-09-12,23.8,18.6,513,29.9,1549
119,수원,2021-09-13,25,20.3,54,29.8,1543
119,수원,2021-09-14,23.9,19.6,436,28,1540
119,수원,2021-09-15,23.8,19.1,542,29.5,1517
119,수원,2021-09-16,23,17.7,352,27.5,1440
119,수원,2021-09-17,23.7,21,2351,27.8,1617
119,수원,2021-09-18,22.9,16.7,535,29.6,1523
119,수원,2021-09-19,23.5,19.9,10,28.5,1514
119,수원,2021-09-20,23.8,19,624,28.2,1508
119,수원,2021-09-21,22.6,20.4,449,26.5,1535
119,수원,2021-09-22,20.4,18,2400,25.5,1305
119,수원,2021-09-23,20.1,15.5,245,24.8,1319
119,수원,2021-09-24,22,15.5,620,27.2,1439
119,수원,2021-09-25,21.6,17.9,245,24.2,1214
119,수원,2021-09-26,22.8,19.1,637,27.3,1418
119,수원,2021-09-27,21.8,19,609,25.2,1345
119,수원,2021-09-28,21.6,19.8,425,25.3,1504
119,수원,2021-09-29,20.6,17.4,2356,22.7,1201
119,수원,2021-09-30,20.5,15.8,547,27.1,1511
119,수원,2021-10-01,20.7,15.4,532,27.8,1426
119,수원,2021-10-02,20.5,16,608,26.4,1541
119,수원,2021-10-03,22,16.8,525,28.7,1343
119,수원,2021-10-04,23.3,17.4,102,27.2,1450
119,수원,2021-10-05,24.3,22.3,646,28.1,1333
119,수원,2021-10-06,21.1,19.3,853,23.4,1545
119,수원,2021-10-07,20.1,18.2,2344,23,1359
119,수원,2021-10-08,19.9,18,329,21.7,1352
119,수원,2021-10-09,22.8,19.5,503,27,1555
119,수원,2021-10-10,20.8,15.6,2343,26.3,1248
119,수원,2021-10-11,16.7,13.3,525,19.4,1321
119,수원,2021-10-12,17.8,16,2355,19.4,1301
119,수원,2021-10-13,19.5,14.1,421,25,1510
119,수원,2021-10-14,19,15.5,435,23.9,1318
119,수원,2021-10-15,19,17.2,412,21.8,1426
119,수원,2021-10-16,11.6,5.3,2345,18.1,2
119,수원,2021-10-17,6,1.4,653,11.4,1512
119,수원,2021-10-18,10.3,1.8,315,16.3,1631
119,수원,2021-10-19,10.9,6.3,2347,16.3,1344
119,수원,2021-10-20,9,3.5,518,15.8,1514
119,수원,2021-10-21,9.3,3.7,536,16.1,1526
119,수원,2021-10-22,10.1,2.9,519,17,1448
119,수원,2021-10-23,10.2,3.7,508,18.1,1332
119,수원,2021-10-24,10.6,4.1,719,18.1,1348
119,수원,2021-10-25,10.7,4.7,418,17.9,1443
119,수원,2021-10-26,12.1,5.4,441,18.5,1443
119,수원,2021-10-27,13,9.3,2124,18.6,1448
119,수원,2021-10-28,11.8,4.3,517,20,1621
119,수원,2021-10-29,14.2,9.2,1,20.3,1501
119,수원,2021-10-30,14.2,10.4,2351,19.2,1527
119,수원,2021-10-31,13.6,7.5,532,19.7,1514
119,수원,2021-11-01,12,8.3,2351,17.3,1245
119,수원,2021-11-02,10.9,6.4,339,16.7,1351
119,수원,2021-11-03,11.4,5.5,640,17,1408
119,수원,2021-11-04,11.6,7.5,650,17.4,1334
119,수원,2021-11-05,11.9,5.3,545,20.4,1513
119,수원,2021-11-06,13.3,6.6,535,21.8,1517
119,수원,2021-11-07,15.1,6.2,608,21.4,1327
119,수원,2021-11-08,9.1,4.4,2251,16.6,523
119,수원,2021-11-09,5.2,3.5,644,7.2,1404
119,수원,2021-11-10,4.8,0.3,443,8.8,1502
119,수원,2021-11-11,5.8,1.9,706,9.7,1317
119,수원,2021-11-12,4.9,0.8,657,9.2,1348
119,수원,2021-11-13,7.6,0.7,504,13.9,1555
119,수원,2021-11-14,10.9,6.6,2358,16.8,1304
119,수원,2021-11-15,8.9,3.7,647,15.5,1354
119,수원,2021-11-16,7.8,3.1,449,14.2,1338
119,수원,2021-11-17,7.1,1.2,713,12.8,1449
119,수원,2021-11-18,11.1,5.7,557,16.9,1406
119,수원,2021-11-19,12.4,9,2357,17.4,1335
119,수원,2021-11-20,10.1,6.7,227,15.9,1503
119,수원,2021-11-21,10,6.4,250,14.5,1330
119,수원,2021-11-22,3.9,0.1,2350,7.7,1
119,수원,2021-11-23,0.4,-2.9,713,2.2,1332
119,수원,2021-11-24,2.7,-2.5,236,7,1641
119,수원,2021-11-25,5.9,2.2,700,11,1402
119,수원,2021-11-26,3.1,-1.5,641,9.4,1315
119,수원,2021-11-27,2.5,-2.8,719,10,1543
119,수원,2021-11-28,3.9,-3.2,727,12.1,1413
119,수원,2021-11-29,6.7,-0.1,457,13.3,1534
119,수원,2021-11-30,6.1,1.7,2349,9.5,1319
119,수원,2021-12-01,-0.2,-2.5,2350,1.8,1515
119,수원,2021-12-02,1.4,-4.9,726,6.1,1454
119,수원,2021-12-03,2.6,0,2253,4.9,1221
119,수원,2021-12-04,1.4,-3.3,634,7.2,1501
119,수원,2021-12-05,2.1,-4,533,9.8,1519
119,수원,2021-12-06,4.7,-2.5,516,12.7,1546
119,수원,2021-12-07,5.7,0.4,634,13,1451
119,수원,2021-12-08,5.8,0,531,13.6,1540
119,수원,2021-12-09,6.5,0.2,552,11.4,1345
119,수원,2021-12-10,7.4,5.1,2353,10.1,1539
119,수원,2021-12-11,5.6,2.6,801,9.9,1417
119,수원,2021-12-12,1.8,-3.3,2355,5.8,1204
119,수원,2021-12-13,-1.8,-5.6,631,2.1,1427
119,수원,2021-12-14,3.8,-1.5,1,7.5,1328
119,수원,2021-12-15,6.4,3.2,2358,10.8,1502
119,수원,2021-12-16,5.5,1.8,113,10.3,1345
119,수원,2021-12-17,-4.5,-9,2314,4,1
119,수원,2021-12-18,-4.5,-11.1,746,-0.5,1822
119,수원,2021-12-19,-0.8,-7,752,4,1520
119,수원,2021-12-20,5.4,-1.1,7,11.5,1439
119,수원,2021-12-21,4.8,0.8,851,10.5,1456
119,수원,2021-12-22,1.5,-3.4,639,8.3,1432
119,수원,2021-12-23,1.8,-3.8,404,8.9,1415
119,수원,2021-12-24,0,-6.4,2357,4.5,1055
119,수원,2021-12-25,-10.4,-13.6,2346,-6.4,1
119,수원,2021-12-26,-10.8,-14.3,732,-6.4,1546
119,수원,2021-12-27,-7.5,-13.2,512,-3.4,1652
119,수원,2021-12-28,-3.2,-8.7,637,1.1,1531
119,수원,2021-12-29,0.8,-4.7,145,6.3,1441
119,수원,2021-12-30,-3.1,-6.1,756,0,1242
119,수원,2021-12-31,-5.8,-7.9,751,-3,1312
119,수원,2022-01-01,-4.4,-11.7,531,1.8,1621
119,수원,2022-01-02,-1.4,-5.6,2328,3.5,1259
119,수원,2022-01-03,-2.4,-9.5,457,3.1,1338
119,수원,2022-01-04,-2,-6.4,2359,1.9,1359
119,수원,2022-01-05,-2.7,-9.5,446,2.8,1506
119,수원,2022-01-06,-2.3,-7,511,4.1,1445
119,수원,2022-01-07,-3,-8.7,458,4.2,1509
119,수원,2022-01-08,-0.3,-7.5,405,5,1415
119,수원,2022-01-09,0.4,-4.1,2400,5.1,1545
119,수원,2022-01-10,-0.2,-5.4,448,4.9,1313
119,수원,2022-01-11,-6.3,-9.6,2353,0.3,31
119,수원,2022-01-12,-6.9,-11.4,645,-2.7,1443
119,수원,2022-01-13,-5.2,-7.9,2351,-2.4,1309
119,수원,2022-01-14,-4.7,-9.1,726,1.1,1603
119,수원,2022-01-15,-0.3,-6,154,3.7,1559
119,수원,2022-01-16,-1.8,-5.8,2346,3.8,422
119,수원,2022-01-17,-5,-9.5,711,0,1350
119,수원,2022-01-18,-5.4,-9.7,755,0.2,1503
119,수원,2022-01-19,-5.3,-9,148,-1.7,1620
119,수원,2022-01-20,-5,-11.4,527,1.5,1530
119,수원,2022-01-21,-3.5,-10.7,506,5.1,1612
119,수원,2022-01-22,0.1,-6.1,50,6,1423
119,수원,2022-01-23,1.6,-2.4,2338,7.9,1534
119,수원,2022-01-24,4.2,-4.4,427,9.6,1437
119,수원,2022-01-25,2.9,1.6,2302,5.2,15
119,수원,2022-01-26,0.9,-2.9,644,6,1316
119,수원,2022-01-27,-0.8,-4.3,718,3.7,1518
119,수원,2022-01-28,-2.4,-5.3,304,2.3,1341
119,수원,2022-01-29,-3.4,-8.1,743,1.2,1513
119,수원,2022-01-30,-3.1,-9.6,620,2.8,1507
119,수원,2022-01-31,-0.9,-9.1,735,4.9,1422
119,수원,2022-02-01,-0.8,-2.7,757,1.4,1615
119,수원,2022-02-02,-2.4,-4.2,747,0.3,1415
119,수원,2022-02-03,-3,-7.3,735,1.7,1427
119,수원,2022-02-04,-4.1,-8.2,715,-0.3,1445
119,수원,2022-02-05,-5.7,-8.9,610,-0.9,1357
119,수원,2022-02-06,-3.4,-9.7,646,2,1215
119,수원,2022-02-07,-2.5,-9.1,642,2.3,1416
119,수원,2022-02-08,-0.6,-5.8,617,5.8,1449
119,수원,2022-02-09,0.3,-7.2,525,7.1,1429
119,수원,2022-02-10,1,-4.5,734,6.8,1345
119,수원,2022-02-11,2.1,-3.8,235,8.7,1452
119,수원,2022-02-12,3.6,-2.2,650,10.4,1511
119,수원,2022-02-13,4,-1.2,327,10.6,1342
119,수원,2022-02-14,1.9,-2.9,552,9.6,1346
119,수원,2022-02-15,-4.1,-7.1,2357,-0.4,1
119,수원,2022-02-16,-6.6,-8.9,351,-4,1330
119,수원,2022-02-17,-6.4,-9.7,644,-1.2,1549
119,수원,2022-02-18,-1.6,-10,631,5.4,1457
119,수원,2022-02-19,-0.9,-5.5,2336,4,1409
119,수원,2022-02-20,-4.3,-7.8,726,-0.7,1602
119,수원,2022-02-21,-2.4,-7.9,434,4.4,1249
119,수원,2022-02-22,-3.9,-7,2325,0.4,1420
119,수원,2022-02-23,-5.1,-9.3,350,-1.3,1623
119,수원,2022-02-24,-2.8,-10.6,651,3.2,1455
119,수원,2022-02-25,2.9,-5.1,621,9.1,1430
119,수원,2022-02-26,5.1,1.3,500,10,1209
119,수원,2022-02-27,3.8,-2.8,651,9.3,1528
119,수원,2022-02-28,5.7,-0.9,627,11.5,1609
119,수원,2022-03-01,4.3,-0.3,2355,8.8,1524
119,수원,2022-03-02,2.7,-3.3,409,8.4,1442
119,수원,2022-03-03,4.7,-1.1,624,11.8,1406
119,수원,2022-03-04,6.9,-1.3,353,15.9,1400
119,수원,2022-03-05,2.8,-0.2,2251,6,1504
119,수원,2022-03-06,1.5,-1.4,2356,5.6,1327
119,수원,2022-03-07,2,-4.2,420,8.8,1430
119,수원,2022-03-08,4.7,-2.1,423,12.2,1502
119,수원,2022-03-09,5.9,0,246,13.7,1402
119,수원,2022-03-10,8.2,0.5,216,16,1439
119,수원,2022-03-11,10.1,2.2,323,18.4,1602
119,수원,2022-03-12,13,3.6,610,20.5,1446
119,수원,2022-03-13,11.8,8.5,2310,15.2,1
119,수원,2022-03-14,8.7,3.9,2352,14.4,1131
119,수원,2022-03-15,6.4,0.9,654,13.6,1622
119,수원,2022-03-16,9,1.7,612,16.5,1346
119,수원,2022-03-17,10.9,7.7,2400,14.9,1358
119,수원,2022-03-18,8.2,6.5,2336,10.8,1445
119,수원,2022-03-19,3.4,1.1,732,6.5,1
119,수원,2022-03-20,4.5,1.4,2359,8.6,1546
119,수원,2022-03-21,4.7,-1.8,640,9.9,1415
119,수원,2022-03-22,6.2,0.1,601,12.9,1507
119,수원,2022-03-23,5.6,2.8,353,8.3,1616
119,수원,2022-03-24,8,2.3,531,14.1,1640
119,수원,2022-03-25,12.4,4.4,555,18.7,1456
119,수원,2022-03-26,10.8,6.8,2230,14.3,1637
119,수원,2022-03-27,7.3,3,636,12.8,1401
119,수원,2022-03-28,7,0.3,542,14.2,1451
119,수원,2022-03-29,9.1,1.5,225,16.3,1416
119,수원,2022-03-30,10.3,4.4,245,14.9,1137
119,수원,2022-03-31,10.5,6.9,2339,15.2,1340
131,청주,2021-04-01,16.4,11,523,22.3,1530
131,청주,2021-04-02,18.1,13.3,615,22.1,1656
131,청주,2021-04-03,16.6,14.1,2359,18.8,1
131,청주,2021-04-04,11.5,9.3,742,14.2,1542
131,청주,2021-04-05,11.7,4.6,628,18.2,1543
131,청주,2021-04-06,13.6,7.5,712,20.1,1434
131,청주,2021-04-07,14.5,8,542,21.8,1433
131,청주,2021-04-08,13.3,8.3,600,19.2,1444
131,청주,2021-04-09,12.2,6,637,19.1,1515
131,청주,2021-04-10,13,7.5,523,19.3,1505
131,청주,2021-04-11,15.5,7,606,23.2,1507
131,청주,2021-04-12,14.2,12.3,1725,17.1,1053
131,청주,2021-04-13,11.2,5.5,2322,17,1231
131,청주,2021-04-14,9.6,4,631,15.7,1513
131,청주,2021-04-15,11.7,3.7,609,19.3,1607
131,청주,2021-04-16,12.1,9.3,247,15,1123
131,청주,2021-04-17,10.1,6,618,16.3,1440
131,청주,2021-04-18,10.8,6.9,344,16.1,1447
131,청주,2021-04-19,13.8,5,515,22.6,1545
131,청주,2021-04-20,15.8,7.5,618,24.6,1609
131,청주,2021-04-21,20.3,10.3,550,29.6,1506
131,청주,2021-04-22,22.8,16.2,530,29.7,1429
131,청주,2021-04-23,19.9,17.4,2400,23.2,1251
131,청주,2021-04-24,18.4,14.6,545,24.2,1526
131,청주,2021-04-25,18,10.6,605,24.9,1420
131,청주,2021-04-26,17,11.6,615,22.8,1623
131,청주,2021-04-27,16.8,13.3,413,21.3,1634
131,청주,2021-04-28,16.8,13.8,603,20.6,1614
131,청주,2021-04-29,15.6,12.5,447,20.3,1551
131,청주,2021-04-30,12.9,10.3,537,17.4,1355
131,청주,2021-05-01,10.6,8.7,2203,14.3,1331
131,청주,2021-05-02,13,8.1,402,18.9,1616
131,청주,2021-05-03,15.2,7.5,514,23,1541
131,청주,2021-05-04,17.3,12.5,503,22.2,1604
131,청주,2021-05-05,15.7,11.6,2356,20.6,1504
131,청주,2021-05-06,16.4,7.5,602,23.7,1636
131,청주,2021-05-07,15.4,11,2351,20.3,958
131,청주,2021-05-08,16.1,9.1,519,23.5,1531
131,청주,2021-05-09,16.7,10,538,22.8,1634
131,청주,2021-05-10,12.2,10.3,912,14.6,1
131,청주,2021-05-11,17.3,12.1,40,22.1,1449
131,청주,2021-05-12,21,13.4,541,27.1,1614
131,청주,2021-05-13,22.7,15.1,538,29.7,1713
131,청주,2021-05-14,24.4,17.1,549,31.3,1615
131,청주,2021-05-15,22.8,19.7,451,26.6,1422
131,청주,2021-05-16,21.1,16.8,2342,22.9,1337
131,청주,2021-05-17,16.3,15.3,2101,17.6,1147
131,청주,2021-05-18,19.1,15.3,204,24.3,1625
131,청주,2021-05-19,21.2,14.5,643,28.2,1530
131,청주,2021-05-20,17.4,15.6,1344,21.5,1123
131,청주,2021-05-21,15.2,14.2,2359,16.2,1
131,청주,2021-05-22,18.7,12.8,452,25.3,1441
131,청주,2021-05-23,20.3,13.9,546,26.1,1435
131,청주,2021-05-24,20.4,17.1,630,25.1,1517
131,청주,2021-05-25,16.9,13.1,729,22.3,1547
131,청주,2021-05-26,18,12.5,517,24.4,1435
131,청주,2021-05-27,17,14.3,2354,21.1,1620
131,청주,2021-05-28,14.8,11.8,1035,18.7,1647
131,청주,2021-05-29,17.8,12.8,531,24.4,1322
131,청주,2021-05-30,20,12.1,507,28.2,1613
131,청주,2021-05-31,20.7,17.2,608,25.3,1548
131,청주,2021-06-01,22.8,17.8,550,27.6,1613
131,청주,2021-06-02,24.9,18.7,517,30.2,1330
131,청주,2021-06-03,19.1,16,2358,23.2,1
131,청주,2021-06-04,19.2,13.8,502,25.5,1536
131,청주,2021-06-05,21.5,15.6,509,26.9,1424
131,청주,2021-06-06,23.3,18.7,437,28.4,1537
131,청주,2021-06-07,23.3,17.8,601,28.7,1616
131,청주,2021-06-08,25.3,19.5,538,31,1600
131,청주,2021-06-09,27.5,21.3,422,33.5,1530
131,청주,2021-06-10,26.1,21.4,2355,31,1433
131,청주,2021-06-11,23.5,20.1,446,28.5,1537
131,청주,2021-06-12,25.2,19.4,726,31,1449
131,청주,2021-06-13,25.5,21.7,514,31.2,1605
131,청주,2021-06-14,25.1,20.2,436,30.3,1451
131,청주,2021-06-15,23.7,22.4,2146,25.8,1734
131,청주,2021-06-16,24.9,22.1,2358,28.5,1648
131,청주,2021-06-17,22.5,20.6,255,25.2,1419
131,청주,2021-06-18,21.6,19.5,537,24.2,1700
131,청주,2021-06-19,23.6,18.7,543,29.8,1627
131,청주,2021-06-20,24.9,19.1,527,31,1530
131,청주,2021-06-21,25,20.3,532,30.6,1447
131,청주,2021-06-22,23.7,19.5,525,29.4,1630
131,청주,2021-06-23,21.6,19.1,535,24.2,1204
131,청주,2021-06-24,23.5,18.7,538,28.5,1536
131,청주,2021-06-25,25,20.2,522,31.2,1556
131,청주,2021-06-26,22.5,19.1,911,26.5,1612
131,청주,2021-06-27,25.2,20.1,507,29.7,1708
131,청주,2021-06-28,24.7,21.3,2046,29,1336
131,청주,2021-06-29,24.4,20.7,338,29.6,1344
131,청주,2021-06-30,25,21.3,506,30.3,1732
131,청주,2021-07-01,27.3,21.7,529,31.6,1616
131,청주,2021-07-02,27.3,23.8,531,32.1,1531
131,청주,2021-07-03,24.1,21.6,2018,27,1159
131,청주,2021-07-04,23.6,21.8,3,25.6,1330
131,청주,2021-07-05,23.7,21.6,245,26.8,1440
131,청주,2021-07-06,24.2,21.7,20,27.8,1324
131,청주,2021-07-07,25.8,22.7,604,28.3,1503
131,청주,2021-07-08,26.3,23.1,341,31.5,1631
131,청주,2021-07-09,26.3,22.6,406,31.2,1525
131,청주,2021-07-10,27.1,24.2,503,30.8,1653
131,청주,2021-07-11,26.5,23.6,2239,31,1527
131,청주,2021-07-12,28.4,22.7,256,33.4,1522
131,청주,2021-07-13,30.4,26.3,530,34.2,1519
131,청주,2021-07-14,30,26.2,502,34.1,1250
131,청주,2021-07-15,29,25,2352,35,1346
131,청주,2021-07-16,27.4,23.7,540,33.6,1703
131,청주,2021-07-17,28.1,23.2,454,33.1,1445
131,청주,2021-07-18,28.5,24.5,502,33.4,1341
131,청주,2021-07-19,27.3,25,417,32.4,1355
131,청주,2021-07-20,28.2,24.7,548,31.7,1710
131,청주,2021-07-21,30.5,24.8,554,35.8,1557
131,청주,2021-07-22,30.1,25.5,615,35.1,1339
131,청주,2021-07-23,30.5,26.1,529,35.9,1342
131,청주,2021-07-24,31.2,26.2,700,35.9,1503
131,청주,2021-07-25,30.5,26.2,607,34,1252
131,청주,2021-07-26,30.6,26,427,35.1,1713
131,청주,2021-07-27,30.7,25.7,557,35.5,1443
131,청주,2021-07-28,30.8,27.1,540,35.6,1711
131,청주,2021-07-29,30.2,26.7,524,35.8,1625
131,청주,2021-07-30,31.3,27.2,509,36.4,1603
131,청주,2021-07-31,30.1,25.8,238,35,1611
131,청주,2021-08-01,27.6,24.2,1950,31.8,1335
131,청주,2021-08-02,26.4,24.7,220,28.8,1543
131,청주,2021-08-03,28.4,24.7,110,32.7,1559
131,청주,2021-08-04,30,25.8,511,34.5,1346
131,청주,2021-08-05,30.4,26.3,632,35.2,1517
131,청주,2021-08-06,28.4,23.7,1629,35.5,1504
131,청주,2021-08-07,28.2,23.6,247,33.4,1443
131,청주,2021-08-08,26.9,24.6,444,30.7,1313
131,청주,2021-08-09,28.3,24,405,33.2,1549
131,청주,2021-08-10,27.1,24.7,531,32,1358
131,청주,2021-08-11,28,24.1,149,32.7,1457
131,청주,2021-08-12,27.3,24.2,628,31.7,1635
131,청주,2021-08-13,26.7,23.6,449,29,1051
131,청주,2021-08-14,26.1,24,542,29.5,1634
131,청주,2021-08-15,26.6,21.3,617,31.8,1541
131,청주,2021-08-16,26.5,23.2,602,30.4,1527
131,청주,2021-08-17,25.8,22.1,548,29.3,1532
131,청주,2021-08-18,25.2,22.2,550,30.3,1351
131,청주,2021-08-19,25.3,21.2,539,29.6,1526
131,청주,2021-08-20,26.7,21.7,529,31.6,1445
131,청주,2021-08-21,25.1,22.8,1041,28.4,1614
131,청주,2021-08-22,25.6,23,540,29,1618
131,청주,2021-08-23,22.4,21.2,2001,24.7,8
131,청주,2021-08-24,24.7,21.5,25,27.8,1458
131,청주,2021-08-25,23.5,21.8,1304,25.2,1024
131,청주,2021-08-26,25.8,22.5,454,29.6,1428
131,청주,2021-08-27,22.5,20,1321,25.7,851
131,청주,2021-08-28,23.1,19.7,514,26.4,1418
131,청주,2021-08-29,22.9,18.6,638,27.3,1714
131,청주,2021-08-30,23.5,20.7,407,26.2,1528
131,청주,2021-08-31,22.9,20.6,1851,26.2,1234
131,청주,2021-09-01,22.5,22,914,23.3,959
131,청주,2021-09-02,23.7,21.2,414,26.5,1508
131,청주,2021-09-03,24.3,20.2,516,29.5,1403
131,청주,2021-09-04,23.6,19,605,28.5,1317
131,청주,2021-09-05,22.2,18.3,651,26.4,1520
131,청주,2021-09-06,21.6,18.5,2158,26.2,1215
131,청주,2021-09-07,21.4,19.2,315,23.7,1810
131,청주,2021-09-08,22.6,20.2,722,27.7,1612
131,청주,2021-09-09,23.2,17.5,621,29,1451
131,청주,2021-09-10,24.1,20.3,618,28.8,1420
131,청주,2021-09-11,24.6,20.3,629,30.1,1535
131,청주,2021-09-12,24.5,19.7,554,29.5,1654
131,청주,2021-09-13,25,22.2,2335,28.8,1343
131,청주,2021-09-14,23.3,20,608,26.7,1415
131,청주,2021-09-15,23.5,18.2,558,29.1,1448
131,청주,2021-09-16,23,17.2,622,27.7,1344
131,청주,2021-09-17,20.5,18.6,2357,23.7,1
131,청주,2021-09-18,22.5,16.3,636,28.2,1528
131,청주,2021-09-19,23.6,19,615,28.7,1512
131,청주,2021-09-20,23.7,19.2,528,27.9,1354
131,청주,2021-09-21,22.9,20.6,641,26.1,1529
131,청주,2021-09-22,22.4,18.6,631,27.8,1359
131,청주,2021-09-23,21,17.2,447,26.2,1444
131,청주,2021-09-24,21.8,16.3,527,27,1624
131,청주,2021-09-25,21.4,17.7,607,25.2,1301
131,청주,2021-09-26,21.9,18.4,628,26.3,1352
131,청주,2021-09-27,22.5,18.3,651,27.4,1358
131,청주,2021-09-28,22,19.8,654,25.4,1426
131,청주,2021-09-29,21.6,20.1,2320,23.2,916
131,청주,2021-09-30,22.2,18.5,349,28,1521
131,청주,2021-10-01,21.5,16.3,444,27.9,1445
131,청주,2021-10-02,21.5,16.2,520,27.2,1506
131,청주,2021-10-03,23.1,16.1,615,30.6,1447
131,청주,2021-10-04,23.4,18.1,511,28.2,1505
131,청주,2021-10-05,24.2,20.6,525,29.4,1512
131,청주,2021-10-06,22.6,20.7,111,27.2,1602
131,청주,2021-10-07,20.5,19.2,2353,22.4,1024
131,청주,2021-10-08,20.4,18.8,522,22.6,1328
131,청주,2021-10-09,23.2,19.7,623,28,1415
131,청주,2021-10-10,23,17,2350,28.2,1558
131,청주,2021-10-11,16,12.6,359,18.3,1426
131,청주,2021-10-12,17,16,1056,18.2,432
131,청주,2021-10-13,19.7,16.2,712,24.4,1353
131,청주,2021-10-14,20.2,16.2,533,25.6,1450
131,청주,2021-10-15,18.8,17.7,405,21.6,1406
131,청주,2021-10-16,12.6,5.6,2359,17.9,27
131,청주,2021-10-17,6.5,2.4,636,11.7,1514
131,청주,2021-10-18,10,2,432,16.8,1457
131,청주,2021-10-19,11.2,7.9,2400,15.6,1432
131,청주,2021-10-20,10,4.8,642,15.7,1459
131,청주,2021-10-21,10.1,4.9,616,16.3,1523
131,청주,2021-10-22,10.7,4.5,657,16.9,1458
131,청주,2021-10-23,11.5,5.3,609,18.8,1410
131,청주,2021-10-24,11.6,5.5,624,18.1,1441
131,청주,2021-10-25,11.6,6.5,655,18,1516
131,청주,2021-10-26,12.2,6.5,434,18.6,1504
131,청주,2021-10-27,13.5,9.5,2359,19.2,1345
131,청주,2021-10-28,12.3,5.5,705,19.3,1555
131,청주,2021-10-29,14.3,9.1,638,19.6,1503
